id,name,domain,metric_type,frontier_class,direction,unit,year,value,source_name,source_url,provenance_note
solar_pv_module_price,Solar PV module price,energy,cost-efficiency,average,lower_better,constant 2024 USD per watt,1981,28.358482,Our World in Data,https://ourworldindata.org/grapher/solar-pv-prices,Auto-ingested from OWID grapher slug 'solar-pv-prices' filtered to Entity=World.
solar_pv_module_price,Solar PV module price,energy,cost-efficiency,average,lower_better,constant 2024 USD per watt,1982,25.479465,Our World in Data,https://ourworldindata.org/grapher/solar-pv-prices,Auto-ingested from OWID grapher slug 'solar-pv-prices' filtered to Entity=World.
solar_pv_module_price,Solar PV module price,energy,cost-efficiency,average,lower_better,constant 2024 USD per watt,1983,20.569576,Our World in Data,https://ourworldindata.org/grapher/solar-pv-prices,Auto-ingested from OWID grapher slug 'solar-pv-prices' filtered to Entity=World.
solar_pv_module_price,Solar PV module price,energy,cost-efficiency,average,lower_better,constant 2024 USD per watt,1984,19.113127,Our World in Data,https://ourworldindata.org/grapher/solar-pv-prices,Auto-ingested from OWID grapher slug 'solar-pv-prices' filtered to Entity=World.
solar_pv_module_price,Solar PV module price,energy,cost-efficiency,average,lower_better,constant 2024 USD per watt,1985,16.686186,Our World in Data,https://ourworldindata.org/grapher/solar-pv-prices,Auto-ingested from OWID grapher slug 'solar-pv-prices' filtered to Entity=World.
solar_pv_module_price,Solar PV module price,energy,cost-efficiency,average,lower_better,constant 2024 USD per watt,1986,13.802792,Our World in Data,https://ourworldindata.org/grapher/solar-pv-prices,Auto-ingested from OWID grapher slug 'solar-pv-prices' filtered to Entity=World.
solar_pv_module_price,Solar PV module price,energy,cost-efficiency,average,lower_better,constant 2024 USD per watt,1987,11.734707,Our World in Data,https://ourworldindata.org/grapher/solar-pv-prices,Auto-ingested from OWID grapher slug 'solar-pv-prices' filtered to Entity=World.
solar_pv_module_price,Solar PV module price,energy,cost-efficiency,average,lower_better,constant 2024 USD per watt,1988,10.960708,Our World in Data,https://ourworldindata.org/grapher/solar-pv-prices,Auto-ingested from OWID grapher slug 'solar-pv-prices' filtered to Entity=World.
solar_pv_module_price,Solar PV module price,energy,cost-efficiency,average,lower_better,constant 2024 USD per watt,1989,11.327412,Our World in Data,https://ourworldindata.org/grapher/solar-pv-prices,Auto-ingested from OWID grapher slug 'solar-pv-prices' filtered to Entity=World.
solar_pv_module_price,Solar PV module price,energy,cost-efficiency,average,lower_better,constant 2024 USD per watt,1990,11.7160635,Our World in Data,https://ourworldindata.org/grapher/solar-pv-prices,Auto-ingested from OWID grapher slug 'solar-pv-prices' filtered to Entity=World.
solar_pv_module_price,Solar PV module price,energy,cost-efficiency,average,lower_better,constant 2024 USD per watt,1991,10.853333,Our World in Data,https://ourworldindata.org/grapher/solar-pv-prices,Auto-ingested from OWID grapher slug 'solar-pv-prices' filtered to Entity=World.
solar_pv_module_price,Solar PV module price,energy,cost-efficiency,average,lower_better,constant 2024 USD per watt,1992,10.111405,Our World in Data,https://ourworldindata.org/grapher/solar-pv-prices,Auto-ingested from OWID grapher slug 'solar-pv-prices' filtered to Entity=World.
solar_pv_module_price,Solar PV module price,energy,cost-efficiency,average,lower_better,constant 2024 USD per watt,1993,9.45594,Our World in Data,https://ourworldindata.org/grapher/solar-pv-prices,Auto-ingested from OWID grapher slug 'solar-pv-prices' filtered to Entity=World.
solar_pv_module_price,Solar PV module price,energy,cost-efficiency,average,lower_better,constant 2024 USD per watt,1994,8.945153,Our World in Data,https://ourworldindata.org/grapher/solar-pv-prices,Auto-ingested from OWID grapher slug 'solar-pv-prices' filtered to Entity=World.
solar_pv_module_price,Solar PV module price,energy,cost-efficiency,average,lower_better,constant 2024 USD per watt,1995,8.270751,Our World in Data,https://ourworldindata.org/grapher/solar-pv-prices,Auto-ingested from OWID grapher slug 'solar-pv-prices' filtered to Entity=World.
solar_pv_module_price,Solar PV module price,energy,cost-efficiency,average,lower_better,constant 2024 USD per watt,1996,7.7322893,Our World in Data,https://ourworldindata.org/grapher/solar-pv-prices,Auto-ingested from OWID grapher slug 'solar-pv-prices' filtered to Entity=World.
solar_pv_module_price,Solar PV module price,energy,cost-efficiency,average,lower_better,constant 2024 USD per watt,1997,7.705326,Our World in Data,https://ourworldindata.org/grapher/solar-pv-prices,Auto-ingested from OWID grapher slug 'solar-pv-prices' filtered to Entity=World.
solar_pv_module_price,Solar PV module price,energy,cost-efficiency,average,lower_better,constant 2024 USD per watt,1998,6.9432726,Our World in Data,https://ourworldindata.org/grapher/solar-pv-prices,Auto-ingested from OWID grapher slug 'solar-pv-prices' filtered to Entity=World.
solar_pv_module_price,Solar PV module price,energy,cost-efficiency,average,lower_better,constant 2024 USD per watt,1999,6.413923,Our World in Data,https://ourworldindata.org/grapher/solar-pv-prices,Auto-ingested from OWID grapher slug 'solar-pv-prices' filtered to Entity=World.
solar_pv_module_price,Solar PV module price,energy,cost-efficiency,average,lower_better,constant 2024 USD per watt,2000,6.2943754,Our World in Data,https://ourworldindata.org/grapher/solar-pv-prices,Auto-ingested from OWID grapher slug 'solar-pv-prices' filtered to Entity=World.
solar_pv_module_price,Solar PV module price,energy,cost-efficiency,average,lower_better,constant 2024 USD per watt,2001,6.089497,Our World in Data,https://ourworldindata.org/grapher/solar-pv-prices,Auto-ingested from OWID grapher slug 'solar-pv-prices' filtered to Entity=World.
solar_pv_module_price,Solar PV module price,energy,cost-efficiency,average,lower_better,constant 2024 USD per watt,2002,5.5689664,Our World in Data,https://ourworldindata.org/grapher/solar-pv-prices,Auto-ingested from OWID grapher slug 'solar-pv-prices' filtered to Entity=World.
solar_pv_module_price,Solar PV module price,energy,cost-efficiency,average,lower_better,constant 2024 USD per watt,2003,5.2943115,Our World in Data,https://ourworldindata.org/grapher/solar-pv-prices,Auto-ingested from OWID grapher slug 'solar-pv-prices' filtered to Entity=World.
solar_pv_module_price,Solar PV module price,energy,cost-efficiency,average,lower_better,constant 2024 USD per watt,2004,4.5554976,Our World in Data,https://ourworldindata.org/grapher/solar-pv-prices,Auto-ingested from OWID grapher slug 'solar-pv-prices' filtered to Entity=World.
solar_pv_module_price,Solar PV module price,energy,cost-efficiency,average,lower_better,constant 2024 USD per watt,2005,4.604172,Our World in Data,https://ourworldindata.org/grapher/solar-pv-prices,Auto-ingested from OWID grapher slug 'solar-pv-prices' filtered to Entity=World.
solar_pv_module_price,Solar PV module price,energy,cost-efficiency,average,lower_better,constant 2024 USD per watt,2006,5.0185194,Our World in Data,https://ourworldindata.org/grapher/solar-pv-prices,Auto-ingested from OWID grapher slug 'solar-pv-prices' filtered to Entity=World.
solar_pv_module_price,Solar PV module price,energy,cost-efficiency,average,lower_better,constant 2024 USD per watt,2007,5.055688,Our World in Data,https://ourworldindata.org/grapher/solar-pv-prices,Auto-ingested from OWID grapher slug 'solar-pv-prices' filtered to Entity=World.
solar_pv_module_price,Solar PV module price,energy,cost-efficiency,average,lower_better,constant 2024 USD per watt,2008,4.607598,Our World in Data,https://ourworldindata.org/grapher/solar-pv-prices,Auto-ingested from OWID grapher slug 'solar-pv-prices' filtered to Entity=World.
solar_pv_module_price,Solar PV module price,energy,cost-efficiency,average,lower_better,constant 2024 USD per watt,2009,3.0796502,Our World in Data,https://ourworldindata.org/grapher/solar-pv-prices,Auto-ingested from OWID grapher slug 'solar-pv-prices' filtered to Entity=World.
solar_pv_module_price,Solar PV module price,energy,cost-efficiency,average,lower_better,constant 2024 USD per watt,2010,2.4433622,Our World in Data,https://ourworldindata.org/grapher/solar-pv-prices,Auto-ingested from OWID grapher slug 'solar-pv-prices' filtered to Entity=World.
solar_pv_module_price,Solar PV module price,energy,cost-efficiency,average,lower_better,constant 2024 USD per watt,2011,2.0047348,Our World in Data,https://ourworldindata.org/grapher/solar-pv-prices,Auto-ingested from OWID grapher slug 'solar-pv-prices' filtered to Entity=World.
solar_pv_module_price,Solar PV module price,energy,cost-efficiency,average,lower_better,constant 2024 USD per watt,2012,1.0804502,Our World in Data,https://ourworldindata.org/grapher/solar-pv-prices,Auto-ingested from OWID grapher slug 'solar-pv-prices' filtered to Entity=World.
solar_pv_module_price,Solar PV module price,energy,cost-efficiency,average,lower_better,constant 2024 USD per watt,2013,0.8332635,Our World in Data,https://ourworldindata.org/grapher/solar-pv-prices,Auto-ingested from OWID grapher slug 'solar-pv-prices' filtered to Entity=World.
solar_pv_module_price,Solar PV module price,energy,cost-efficiency,average,lower_better,constant 2024 USD per watt,2014,0.7689895,Our World in Data,https://ourworldindata.org/grapher/solar-pv-prices,Auto-ingested from OWID grapher slug 'solar-pv-prices' filtered to Entity=World.
solar_pv_module_price,Solar PV module price,energy,cost-efficiency,average,lower_better,constant 2024 USD per watt,2015,0.7156806,Our World in Data,https://ourworldindata.org/grapher/solar-pv-prices,Auto-ingested from OWID grapher slug 'solar-pv-prices' filtered to Entity=World.
solar_pv_module_price,Solar PV module price,energy,cost-efficiency,average,lower_better,constant 2024 USD per watt,2016,0.6617146,Our World in Data,https://ourworldindata.org/grapher/solar-pv-prices,Auto-ingested from OWID grapher slug 'solar-pv-prices' filtered to Entity=World.
solar_pv_module_price,Solar PV module price,energy,cost-efficiency,average,lower_better,constant 2024 USD per watt,2017,0.5557844,Our World in Data,https://ourworldindata.org/grapher/solar-pv-prices,Auto-ingested from OWID grapher slug 'solar-pv-prices' filtered to Entity=World.
solar_pv_module_price,Solar PV module price,energy,cost-efficiency,average,lower_better,constant 2024 USD per watt,2018,0.49517947,Our World in Data,https://ourworldindata.org/grapher/solar-pv-prices,Auto-ingested from OWID grapher slug 'solar-pv-prices' filtered to Entity=World.
solar_pv_module_price,Solar PV module price,energy,cost-efficiency,average,lower_better,constant 2024 USD per watt,2019,0.45422456,Our World in Data,https://ourworldindata.org/grapher/solar-pv-prices,Auto-ingested from OWID grapher slug 'solar-pv-prices' filtered to Entity=World.
solar_pv_module_price,Solar PV module price,energy,cost-efficiency,average,lower_better,constant 2024 USD per watt,2020,0.35966694,Our World in Data,https://ourworldindata.org/grapher/solar-pv-prices,Auto-ingested from OWID grapher slug 'solar-pv-prices' filtered to Entity=World.
solar_pv_module_price,Solar PV module price,energy,cost-efficiency,average,lower_better,constant 2024 USD per watt,2021,0.32287797,Our World in Data,https://ourworldindata.org/grapher/solar-pv-prices,Auto-ingested from OWID grapher slug 'solar-pv-prices' filtered to Entity=World.
solar_pv_module_price,Solar PV module price,energy,cost-efficiency,average,lower_better,constant 2024 USD per watt,2022,0.35583413,Our World in Data,https://ourworldindata.org/grapher/solar-pv-prices,Auto-ingested from OWID grapher slug 'solar-pv-prices' filtered to Entity=World.
solar_pv_module_price,Solar PV module price,energy,cost-efficiency,average,lower_better,constant 2024 USD per watt,2023,0.3129992,Our World in Data,https://ourworldindata.org/grapher/solar-pv-prices,Auto-ingested from OWID grapher slug 'solar-pv-prices' filtered to Entity=World.
solar_pv_module_price,Solar PV module price,energy,cost-efficiency,average,lower_better,constant 2024 USD per watt,2024,0.2579602,Our World in Data,https://ourworldindata.org/grapher/solar-pv-prices,Auto-ingested from OWID grapher slug 'solar-pv-prices' filtered to Entity=World.
transistors_per_chip,Transistors per microprocessor (best chip),compute-hardware,compute-density,frontier,higher_better,transistors,1971,2308.2417,Our World in Data,https://ourworldindata.org/grapher/transistors-per-microprocessor,Auto-ingested from OWID grapher slug 'transistors-per-microprocessor' filtered to Entity=World.
transistors_per_chip,Transistors per microprocessor (best chip),compute-hardware,compute-density,frontier,higher_better,transistors,1972,3554.5222,Our World in Data,https://ourworldindata.org/grapher/transistors-per-microprocessor,Auto-ingested from OWID grapher slug 'transistors-per-microprocessor' filtered to Entity=World.
transistors_per_chip,Transistors per microprocessor (best chip),compute-hardware,compute-density,frontier,higher_better,transistors,1974,6097.5625,Our World in Data,https://ourworldindata.org/grapher/transistors-per-microprocessor,Auto-ingested from OWID grapher slug 'transistors-per-microprocessor' filtered to Entity=World.
transistors_per_chip,Transistors per microprocessor (best chip),compute-hardware,compute-density,frontier,higher_better,transistors,1979,29163.777,Our World in Data,https://ourworldindata.org/grapher/transistors-per-microprocessor,Auto-ingested from OWID grapher slug 'transistors-per-microprocessor' filtered to Entity=World.
transistors_per_chip,Transistors per microprocessor (best chip),compute-hardware,compute-density,frontier,higher_better,transistors,1982,135772.72,Our World in Data,https://ourworldindata.org/grapher/transistors-per-microprocessor,Auto-ingested from OWID grapher slug 'transistors-per-microprocessor' filtered to Entity=World.
transistors_per_chip,Transistors per microprocessor (best chip),compute-hardware,compute-density,frontier,higher_better,transistors,1985,273841.94,Our World in Data,https://ourworldindata.org/grapher/transistors-per-microprocessor,Auto-ingested from OWID grapher slug 'transistors-per-microprocessor' filtered to Entity=World.
transistors_per_chip,Transistors per microprocessor (best chip),compute-hardware,compute-density,frontier,higher_better,transistors,1986,273841.94,Our World in Data,https://ourworldindata.org/grapher/transistors-per-microprocessor,Auto-ingested from OWID grapher slug 'transistors-per-microprocessor' filtered to Entity=World.
transistors_per_chip,Transistors per microprocessor (best chip),compute-hardware,compute-density,frontier,higher_better,transistors,1988,273841.94,Our World in Data,https://ourworldindata.org/grapher/transistors-per-microprocessor,Auto-ingested from OWID grapher slug 'transistors-per-microprocessor' filtered to Entity=World.
transistors_per_chip,Transistors per microprocessor (best chip),compute-hardware,compute-density,frontier,higher_better,transistors,1989,1207900.8,Our World in Data,https://ourworldindata.org/grapher/transistors-per-microprocessor,Auto-ingested from OWID grapher slug 'transistors-per-microprocessor' filtered to Entity=World.
transistors_per_chip,Transistors per microprocessor (best chip),compute-hardware,compute-density,frontier,higher_better,transistors,1990,1207900.8,Our World in Data,https://ourworldindata.org/grapher/transistors-per-microprocessor,Auto-ingested from OWID grapher slug 'transistors-per-microprocessor' filtered to Entity=World.
transistors_per_chip,Transistors per microprocessor (best chip),compute-hardware,compute-density,frontier,higher_better,transistors,1992,3105900.2,Our World in Data,https://ourworldindata.org/grapher/transistors-per-microprocessor,Auto-ingested from OWID grapher slug 'transistors-per-microprocessor' filtered to Entity=World.
transistors_per_chip,Transistors per microprocessor (best chip),compute-hardware,compute-density,frontier,higher_better,transistors,1993,3105900.2,Our World in Data,https://ourworldindata.org/grapher/transistors-per-microprocessor,Auto-ingested from OWID grapher slug 'transistors-per-microprocessor' filtered to Entity=World.
transistors_per_chip,Transistors per microprocessor (best chip),compute-hardware,compute-density,frontier,higher_better,transistors,1994,3105900.2,Our World in Data,https://ourworldindata.org/grapher/transistors-per-microprocessor,Auto-ingested from OWID grapher slug 'transistors-per-microprocessor' filtered to Entity=World.
transistors_per_chip,Transistors per microprocessor (best chip),compute-hardware,compute-density,frontier,higher_better,transistors,1995,9646616.0,Our World in Data,https://ourworldindata.org/grapher/transistors-per-microprocessor,Auto-ingested from OWID grapher slug 'transistors-per-microprocessor' filtered to Entity=World.
transistors_per_chip,Transistors per microprocessor (best chip),compute-hardware,compute-density,frontier,higher_better,transistors,1996,9646616.0,Our World in Data,https://ourworldindata.org/grapher/transistors-per-microprocessor,Auto-ingested from OWID grapher slug 'transistors-per-microprocessor' filtered to Entity=World.
transistors_per_chip,Transistors per microprocessor (best chip),compute-hardware,compute-density,frontier,higher_better,transistors,1997,9646616.0,Our World in Data,https://ourworldindata.org/grapher/transistors-per-microprocessor,Auto-ingested from OWID grapher slug 'transistors-per-microprocessor' filtered to Entity=World.
transistors_per_chip,Transistors per microprocessor (best chip),compute-hardware,compute-density,frontier,higher_better,transistors,1998,15261378.0,Our World in Data,https://ourworldindata.org/grapher/transistors-per-microprocessor,Auto-ingested from OWID grapher slug 'transistors-per-microprocessor' filtered to Entity=World.
transistors_per_chip,Transistors per microprocessor (best chip),compute-hardware,compute-density,frontier,higher_better,transistors,1999,21673922.0,Our World in Data,https://ourworldindata.org/grapher/transistors-per-microprocessor,Auto-ingested from OWID grapher slug 'transistors-per-microprocessor' filtered to Entity=World.
transistors_per_chip,Transistors per microprocessor (best chip),compute-hardware,compute-density,frontier,higher_better,transistors,2000,37180264.0,Our World in Data,https://ourworldindata.org/grapher/transistors-per-microprocessor,Auto-ingested from OWID grapher slug 'transistors-per-microprocessor' filtered to Entity=World.
transistors_per_chip,Transistors per microprocessor (best chip),compute-hardware,compute-density,frontier,higher_better,transistors,2001,42550656.0,Our World in Data,https://ourworldindata.org/grapher/transistors-per-microprocessor,Auto-ingested from OWID grapher slug 'transistors-per-microprocessor' filtered to Entity=World.
transistors_per_chip,Transistors per microprocessor (best chip),compute-hardware,compute-density,frontier,higher_better,transistors,2002,220673400.0,Our World in Data,https://ourworldindata.org/grapher/transistors-per-microprocessor,Auto-ingested from OWID grapher slug 'transistors-per-microprocessor' filtered to Entity=World.
transistors_per_chip,Transistors per microprocessor (best chip),compute-hardware,compute-density,frontier,higher_better,transistors,2003,220673400.0,Our World in Data,https://ourworldindata.org/grapher/transistors-per-microprocessor,Auto-ingested from OWID grapher slug 'transistors-per-microprocessor' filtered to Entity=World.
transistors_per_chip,Transistors per microprocessor (best chip),compute-hardware,compute-density,frontier,higher_better,transistors,2004,273842000.0,Our World in Data,https://ourworldindata.org/grapher/transistors-per-microprocessor,Auto-ingested from OWID grapher slug 'transistors-per-microprocessor' filtered to Entity=World.
transistors_per_chip,Transistors per microprocessor (best chip),compute-hardware,compute-density,frontier,higher_better,transistors,2005,305052770.0,Our World in Data,https://ourworldindata.org/grapher/transistors-per-microprocessor,Auto-ingested from OWID grapher slug 'transistors-per-microprocessor' filtered to Entity=World.
transistors_per_chip,Transistors per microprocessor (best chip),compute-hardware,compute-density,frontier,higher_better,transistors,2006,582941600.0,Our World in Data,https://ourworldindata.org/grapher/transistors-per-microprocessor,Auto-ingested from OWID grapher slug 'transistors-per-microprocessor' filtered to Entity=World.
transistors_per_chip,Transistors per microprocessor (best chip),compute-hardware,compute-density,frontier,higher_better,transistors,2007,805842200.0,Our World in Data,https://ourworldindata.org/grapher/transistors-per-microprocessor,Auto-ingested from OWID grapher slug 'transistors-per-microprocessor' filtered to Entity=World.
transistors_per_chip,Transistors per microprocessor (best chip),compute-hardware,compute-density,frontier,higher_better,transistors,2008,805842200.0,Our World in Data,https://ourworldindata.org/grapher/transistors-per-microprocessor,Auto-ingested from OWID grapher slug 'transistors-per-microprocessor' filtered to Entity=World.
transistors_per_chip,Transistors per microprocessor (best chip),compute-hardware,compute-density,frontier,higher_better,transistors,2009,2308241400.0,Our World in Data,https://ourworldindata.org/grapher/transistors-per-microprocessor,Auto-ingested from OWID grapher slug 'transistors-per-microprocessor' filtered to Entity=World.
transistors_per_chip,Transistors per microprocessor (best chip),compute-hardware,compute-density,frontier,higher_better,transistors,2010,2308241400.0,Our World in Data,https://ourworldindata.org/grapher/transistors-per-microprocessor,Auto-ingested from OWID grapher slug 'transistors-per-microprocessor' filtered to Entity=World.
transistors_per_chip,Transistors per microprocessor (best chip),compute-hardware,compute-density,frontier,higher_better,transistors,2011,2600000000.0,Our World in Data,https://ourworldindata.org/grapher/transistors-per-microprocessor,Auto-ingested from OWID grapher slug 'transistors-per-microprocessor' filtered to Entity=World.
transistors_per_chip,Transistors per microprocessor (best chip),compute-hardware,compute-density,frontier,higher_better,transistors,2012,2600000000.0,Our World in Data,https://ourworldindata.org/grapher/transistors-per-microprocessor,Auto-ingested from OWID grapher slug 'transistors-per-microprocessor' filtered to Entity=World.
transistors_per_chip,Transistors per microprocessor (best chip),compute-hardware,compute-density,frontier,higher_better,transistors,2013,5000000000.0,Our World in Data,https://ourworldindata.org/grapher/transistors-per-microprocessor,Auto-ingested from OWID grapher slug 'transistors-per-microprocessor' filtered to Entity=World.
transistors_per_chip,Transistors per microprocessor (best chip),compute-hardware,compute-density,frontier,higher_better,transistors,2014,5700000000.0,Our World in Data,https://ourworldindata.org/grapher/transistors-per-microprocessor,Auto-ingested from OWID grapher slug 'transistors-per-microprocessor' filtered to Entity=World.
transistors_per_chip,Transistors per microprocessor (best chip),compute-hardware,compute-density,frontier,higher_better,transistors,2016,8000000000.0,Our World in Data,https://ourworldindata.org/grapher/transistors-per-microprocessor,Auto-ingested from OWID grapher slug 'transistors-per-microprocessor' filtered to Entity=World.
transistors_per_chip,Transistors per microprocessor (best chip),compute-hardware,compute-density,frontier,higher_better,transistors,2017,19200000000.0,Our World in Data,https://ourworldindata.org/grapher/transistors-per-microprocessor,Auto-ingested from OWID grapher slug 'transistors-per-microprocessor' filtered to Entity=World.
transistors_per_chip,Transistors per microprocessor (best chip),compute-hardware,compute-density,frontier,higher_better,transistors,2018,21100000000.0,Our World in Data,https://ourworldindata.org/grapher/transistors-per-microprocessor,Auto-ingested from OWID grapher slug 'transistors-per-microprocessor' filtered to Entity=World.
transistors_per_chip,Transistors per microprocessor (best chip),compute-hardware,compute-density,frontier,higher_better,transistors,2019,39500000000.0,Our World in Data,https://ourworldindata.org/grapher/transistors-per-microprocessor,Auto-ingested from OWID grapher slug 'transistors-per-microprocessor' filtered to Entity=World.
transistors_per_chip,Transistors per microprocessor (best chip),compute-hardware,compute-density,frontier,higher_better,transistors,2020,39500000000.0,Our World in Data,https://ourworldindata.org/grapher/transistors-per-microprocessor,Auto-ingested from OWID grapher slug 'transistors-per-microprocessor' filtered to Entity=World.
transistors_per_chip,Transistors per microprocessor (best chip),compute-hardware,compute-density,frontier,higher_better,transistors,2021,58200000000.0,Our World in Data,https://ourworldindata.org/grapher/transistors-per-microprocessor,Auto-ingested from OWID grapher slug 'transistors-per-microprocessor' filtered to Entity=World.
us_corn_yield,US corn yield,agriculture,physical-productivity,average,higher_better,tonnes per hectare,1950,2.3975291,USDA/FAO via OWID,https://ourworldindata.org/grapher/maize-yields,Auto-ingested from OWID grapher slug 'maize-yields' filtered to Entity=United States.
us_corn_yield,US corn yield,agriculture,physical-productivity,average,higher_better,tonnes per hectare,1951,2.315938,USDA/FAO via OWID,https://ourworldindata.org/grapher/maize-yields,Auto-ingested from OWID grapher slug 'maize-yields' filtered to Entity=United States.
us_corn_yield,US corn yield,agriculture,physical-productivity,average,higher_better,tonnes per hectare,1952,2.6234744,USDA/FAO via OWID,https://ourworldindata.org/grapher/maize-yields,Auto-ingested from OWID grapher slug 'maize-yields' filtered to Entity=United States.
us_corn_yield,US corn yield,agriculture,physical-productivity,average,higher_better,tonnes per hectare,1953,2.5544355,USDA/FAO via OWID,https://ourworldindata.org/grapher/maize-yields,Auto-ingested from OWID grapher slug 'maize-yields' filtered to Entity=United States.
us_corn_yield,US corn yield,agriculture,physical-productivity,average,higher_better,tonnes per hectare,1954,2.4728444,USDA/FAO via OWID,https://ourworldindata.org/grapher/maize-yields,Auto-ingested from OWID grapher slug 'maize-yields' filtered to Entity=United States.
us_corn_yield,US corn yield,agriculture,physical-productivity,average,higher_better,tonnes per hectare,1955,2.6360269,USDA/FAO via OWID,https://ourworldindata.org/grapher/maize-yields,Auto-ingested from OWID grapher slug 'maize-yields' filtered to Entity=United States.
us_corn_yield,US corn yield,agriculture,physical-productivity,average,higher_better,tonnes per hectare,1956,2.9749446,USDA/FAO via OWID,https://ourworldindata.org/grapher/maize-yields,Auto-ingested from OWID grapher slug 'maize-yields' filtered to Entity=United States.
us_corn_yield,US corn yield,agriculture,physical-productivity,average,higher_better,tonnes per hectare,1957,3.0314307,USDA/FAO via OWID,https://ourworldindata.org/grapher/maize-yields,Auto-ingested from OWID grapher slug 'maize-yields' filtered to Entity=United States.
us_corn_yield,US corn yield,agriculture,physical-productivity,average,higher_better,tonnes per hectare,1958,3.3138623,USDA/FAO via OWID,https://ourworldindata.org/grapher/maize-yields,Auto-ingested from OWID grapher slug 'maize-yields' filtered to Entity=United States.
us_corn_yield,US corn yield,agriculture,physical-productivity,average,higher_better,tonnes per hectare,1959,3.332691,USDA/FAO via OWID,https://ourworldindata.org/grapher/maize-yields,Auto-ingested from OWID grapher slug 'maize-yields' filtered to Entity=United States.
us_corn_yield,US corn yield,agriculture,physical-productivity,average,higher_better,tonnes per hectare,1960,3.4331112,USDA/FAO via OWID,https://ourworldindata.org/grapher/maize-yields,Auto-ingested from OWID grapher slug 'maize-yields' filtered to Entity=United States.
us_corn_yield,US corn yield,agriculture,physical-productivity,average,higher_better,tonnes per hectare,1961,3.9163828,USDA/FAO via OWID,https://ourworldindata.org/grapher/maize-yields,Auto-ingested from OWID grapher slug 'maize-yields' filtered to Entity=United States.
us_corn_yield,US corn yield,agriculture,physical-productivity,average,higher_better,tonnes per hectare,1962,4.060736,USDA/FAO via OWID,https://ourworldindata.org/grapher/maize-yields,Auto-ingested from OWID grapher slug 'maize-yields' filtered to Entity=United States.
us_corn_yield,US corn yield,agriculture,physical-productivity,average,higher_better,tonnes per hectare,1963,4.2615767,USDA/FAO via OWID,https://ourworldindata.org/grapher/maize-yields,Auto-ingested from OWID grapher slug 'maize-yields' filtered to Entity=United States.
us_corn_yield,US corn yield,agriculture,physical-productivity,average,higher_better,tonnes per hectare,1964,3.9477642,USDA/FAO via OWID,https://ourworldindata.org/grapher/maize-yields,Auto-ingested from OWID grapher slug 'maize-yields' filtered to Entity=United States.
us_corn_yield,US corn yield,agriculture,physical-productivity,average,higher_better,tonnes per hectare,1965,4.6507044,USDA/FAO via OWID,https://ourworldindata.org/grapher/maize-yields,Auto-ingested from OWID grapher slug 'maize-yields' filtered to Entity=United States.
us_corn_yield,US corn yield,agriculture,physical-productivity,average,higher_better,tonnes per hectare,1966,4.5879416,USDA/FAO via OWID,https://ourworldindata.org/grapher/maize-yields,Auto-ingested from OWID grapher slug 'maize-yields' filtered to Entity=United States.
us_corn_yield,US corn yield,agriculture,physical-productivity,average,higher_better,tonnes per hectare,1967,5.02728,USDA/FAO via OWID,https://ourworldindata.org/grapher/maize-yields,Auto-ingested from OWID grapher slug 'maize-yields' filtered to Entity=United States.
us_corn_yield,US corn yield,agriculture,physical-productivity,average,higher_better,tonnes per hectare,1968,4.989622,USDA/FAO via OWID,https://ourworldindata.org/grapher/maize-yields,Auto-ingested from OWID grapher slug 'maize-yields' filtered to Entity=United States.
us_corn_yield,US corn yield,agriculture,physical-productivity,average,higher_better,tonnes per hectare,1969,5.3913026,USDA/FAO via OWID,https://ourworldindata.org/grapher/maize-yields,Auto-ingested from OWID grapher slug 'maize-yields' filtered to Entity=United States.
us_corn_yield,US corn yield,agriculture,physical-productivity,average,higher_better,tonnes per hectare,1970,4.5440083,USDA/FAO via OWID,https://ourworldindata.org/grapher/maize-yields,Auto-ingested from OWID grapher slug 'maize-yields' filtered to Entity=United States.
us_corn_yield,US corn yield,agriculture,physical-productivity,average,higher_better,tonnes per hectare,1971,5.52938,USDA/FAO via OWID,https://ourworldindata.org/grapher/maize-yields,Auto-ingested from OWID grapher slug 'maize-yields' filtered to Entity=United States.
us_corn_yield,US corn yield,agriculture,physical-productivity,average,higher_better,tonnes per hectare,1972,6.087967,USDA/FAO via OWID,https://ourworldindata.org/grapher/maize-yields,Auto-ingested from OWID grapher slug 'maize-yields' filtered to Entity=United States.
us_corn_yield,US corn yield,agriculture,physical-productivity,average,higher_better,tonnes per hectare,1973,5.7302203,USDA/FAO via OWID,https://ourworldindata.org/grapher/maize-yields,Auto-ingested from OWID grapher slug 'maize-yields' filtered to Entity=United States.
us_corn_yield,US corn yield,agriculture,physical-productivity,average,higher_better,tonnes per hectare,1974,4.512627,USDA/FAO via OWID,https://ourworldindata.org/grapher/maize-yields,Auto-ingested from OWID grapher slug 'maize-yields' filtered to Entity=United States.
us_corn_yield,US corn yield,agriculture,physical-productivity,average,higher_better,tonnes per hectare,1975,5.4226837,USDA/FAO via OWID,https://ourworldindata.org/grapher/maize-yields,Auto-ingested from OWID grapher slug 'maize-yields' filtered to Entity=United States.
us_corn_yield,US corn yield,agriculture,physical-productivity,average,higher_better,tonnes per hectare,1976,5.5231037,USDA/FAO via OWID,https://ourworldindata.org/grapher/maize-yields,Auto-ingested from OWID grapher slug 'maize-yields' filtered to Entity=United States.
